category,id,lat,lng,location,name,subCategory,reviews,Cost
restaurant,38270,51.57716906,-0.208335305,London,Starbucks,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38270,130
restaurant,38287,51.4563067,0.147156715,London,McDonald's,Fast Food Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38287,180
restaurant,38288,51.59847006,-0.137210814,London,Alexandra Tandoori,Indian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38288,163
restaurant,38301,51.504894,-0.305346,London,Munson's Coffee & Eats,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38301,166
restaurant,38337,51.50324959,-0.072044061,London,ASK Italian,Pizza Place,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38337,152
restaurant,38339,51.39710381,0.058965683,London,Bickley Manor,Hotel,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38339,191
restaurant,38361,51.60467817,-0.173892975,London,Nando's,Portuguese Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38361,173
restaurant,38372,51.41783353,-0.288772149,London,Pizza Hut,Pizza Place,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38372,183
restaurant,38394,51.497781,-0.140707,London,Nando's,Portuguese Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38394,184
restaurant,38397,51.49295393,-0.194449425,London,Starbucks,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38397,124
restaurant,38413,51.49695501,-0.138761401,London,Wasabi,Sushi Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38413,124
restaurant,38426,51.51877107,-0.151555538,London,Starbucks,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38426,194
restaurant,38449,51.496913,-0.138891,London,Starbucks,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38449,174
restaurant,38454,51.554551,-0.044614,London,Upper Crust,Sandwich Place,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38454,173
restaurant,38457,51.55232658,-0.08543695,London,The Gate,Café,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38457,132
restaurant,38459,51.55280361,-0.044334243,London,Percy Ingle,Bakery,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38459,170
restaurant,38462,51.55470105,-0.045189857,London,FRIENDS Chinese,Chinese Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38462,105
restaurant,38464,51.51394932,-0.249817917,London,Chinese Chef,Chinese Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38464,156
restaurant,38499,51.489769,-0.163327,London,Starbucks,Café,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38499,119
restaurant,38500,51.50465591,-0.018636984,London,ROKA,Japanese Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38500,132
restaurant,38501,51.49109,0.067416,London,Starbucks,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38501,177
restaurant,38504,51.50010956,-0.078630098,London,Constancia Argentine Grill,Argentinian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38504,199
restaurant,38505,51.512741,-0.385213,London,Jamal's Restaurant,Indian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38505,145
restaurant,38506,51.42779185,-0.319504738,London,Lensbury,Steakhouse,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38506,198
restaurant,38511,51.5221906,-0.135950329,London,Starbucks,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38511,103
restaurant,38531,51.57382899,-0.200543404,London,Carmelli's,Bakery,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38531,104
restaurant,38532,51.376407,-0.018202,London,Starbucks,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38532,165
restaurant,38542,51.47235064,-0.451923929,London,Caffè Italia,Café,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38542,146
restaurant,38545,51.46352621,-0.302124023,London,Starbucks,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38545,163
restaurant,38553,51.444304,-0.342327298,London,ASK Italian,Italian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38553,139
restaurant,38568,51.53549832,-0.181488991,London,Pizza Express,Pizza Place,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38568,118
restaurant,38572,51.485935,-0.298467,London,The Guru Tandoori (@ Watermans Centre),Indian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38572,112
