Amsterdam,realSum,room_private,person_capacity,cleanliness_rating,guest_satisfaction_overall,bedrooms,lng,lat
Paris,289.6355672,FALSE,2,10,100,1,2.32967,48.88226
Paris,347.6558859,FALSE,3,9,95,1,2.33301,48.87678
Paris,167.3035698,TRUE,2,8,76,1,2.3366,48.88666
Paris,289.8685805,FALSE,2,9,92,0,2.35317,48.8709
Paris,285.6743406,TRUE,2,9,93,1,2.323,48.882
Paris,262.6060211,TRUE,2,9,96,1,2.323,48.882
Paris,446.2205238,FALSE,3,9,91,0,2.36458,48.8733
Paris,718.6131047,FALSE,4,10,100,0,2.34132,48.88338
Paris,251.188368,FALSE,4,9,89,1,2.3634,48.87922
Paris,229.5181284,FALSE,3,8,91,0,2.33924,48.88568
Paris,248.392208,FALSE,2,9,91,1,2.34677,48.88748
Paris,277.9849007,FALSE,2,10,89,0,2.36935,48.87648
Paris,417.0938578,FALSE,6,9,94,3,2.32267,48.87279
Paris,693.2146519,FALSE,5,7,63,3,2.351,48.881
Paris,272.1595675,FALSE,2,10,95,1,2.34457,48.89136
Paris,254.2175412,FALSE,2,10,98,1,2.37109,48.87087
Paris,262.6060211,TRUE,2,10,96,1,2.337,48.879
Paris,486.7648429,FALSE,2,9,93,1,2.32933,48.86685
Paris,163.5753565,TRUE,2,9,95,1,2.32794,48.88673
Paris,215.5373287,FALSE,3,9,84,1,2.34659,48.89138
Paris,446.2205238,FALSE,3,10,60,0,2.36598,48.87239
Paris,177.7891695,TRUE,2,10,97,1,2.34443,48.87726
Paris,329.946873,FALSE,4,9,95,1,2.3301,48.88252
Paris,243.2659148,FALSE,2,9,92,1,2.34139,48.883
Paris,614.2231336,FALSE,4,7,65,1,2.34754,48.87538
Paris,245.5960481,TRUE,2,9,88,0,2.36902,48.87099
Paris,212.5081555,TRUE,2,9,80,1,2.3692,48.87084
Paris,469.75487,FALSE,4,9,79,2,2.33487,48.88453
Paris,349.5199925,FALSE,2,9,96,1,2.334,48.884
Paris,417.0938578,FALSE,4,10,94,1,2.35723,48.87378
Paris,374.2194053,TRUE,2,10,94,1,2.342,48.875
Paris,427.5794575,TRUE,2,10,100,1,2.342,48.875
Paris,262.6060211,TRUE,2,10,100,1,2.336,48.88
Paris,262.6060211,TRUE,2,10,100,1,2.336,48.88
Paris,166.3715165,TRUE,2,9,90,1,2.33681,48.88723
Paris,122.0989841,TRUE,2,10,99,1,2.34098,48.87417
Paris,254.6835679,FALSE,3,10,93,1,2.3624,48.88421
Paris,243.9649548,FALSE,5,9,87,2,2.37124,48.87091
Paris,168.7016497,TRUE,2,9,86,1,2.33706,48.88666
Paris,262.6060211,TRUE,2,10,100,1,2.334,48.879
Paris,262.6060211,TRUE,2,10,98,1,2.334,48.879
Paris,245.1300214,FALSE,3,9,86,0,2.34713,48.87756
Paris,175.9250629,FALSE,2,9,91,1,2.34818,48.88487
Paris,387.0351384,FALSE,2,9,95,1,2.36473,48.86748
Paris,215.7703421,FALSE,2,9,93,1,2.34851,48.8906
Paris,486.7648429,FALSE,4,10,97,1,2.33703,48.88255
Paris,308.2766334,FALSE,3,9,88,1,2.3218,48.88156
Paris,182.6824494,FALSE,2,10,96,0,2.35993,48.87293
Paris,200.857489,FALSE,2,7,79,1,2.3512,48.88701
Paris,544.5521484,FALSE,2,9,97,1,2.34072,48.88207
Paris,240.9357815,TRUE,2,9,89,1,2.33678,48.88533
Paris,230.2171684,FALSE,2,7,82,1,2.34025,48.88354
Paris,376.5495386,FALSE,4,9,91,1,2.35146,48.87561
Paris,253.5185013,FALSE,2,9,94,1,2.36595,48.87979
Paris,265.1691677,FALSE,2,9,84,1,2.37292,48.86962
Paris,347.6558859,FALSE,2,9,92,1,2.36383,48.8793
Paris,283.8102339,FALSE,4,10,85,0,2.369,48.876
Paris,1084.910057,FALSE,4,10,100,2,2.329,48.883
Paris,264.004101,TRUE,2,8,80,1,2.356,48.873
Paris,207.8478889,FALSE,2,9,81,1,2.37551,48.87408
Paris,301.2862336,FALSE,2,9,92,1,2.31856,48.87168
Paris,394.0255383,FALSE,2,10,100,1,2.34107,48.88679
Paris,312.9369,FALSE,2,9,94,0,2.34082,48.8853
Paris,340.8984994,FALSE,2,10,99,1,2.34476,48.88128
Paris,370.7242054,FALSE,2,10,98,1,2.337,48.881
Paris,127.9243173,FALSE,4,10,93,1,2.36047,48.87019
Paris,127.9243173,FALSE,4,9,91,1,2.36111,48.87091
Paris,127.9243173,FALSE,4,10,92,1,2.36029,48.87115
Paris,235.8094883,TRUE,2,10,100,1,2.35895,48.87417
Paris,260.7419144,FALSE,2,9,91,0,2.37323,48.87483
Paris,158.9150899,FALSE,2,9,94,1,2.34347,48.89247
Paris,164.9734365,TRUE,2,10,94,1,2.32448,48.88685
Paris,294.2958337,TRUE,2,9,96,1,2.34846,48.87421
Paris,424.3172709,TRUE,2,10,100,1,2.3447,48.87323
Paris,627.9709199,TRUE,4,10,90,2,2.3435,48.87341
Paris,492.3571628,FALSE,4,10,96,1,2.31768,48.88373
Paris,158.9150899,TRUE,2,8,87,1,2.34087,48.8891
Paris,405.6762047,TRUE,2,8,90,1,2.35945,48.87137
Paris,567.8534812,TRUE,3,10,100,1,2.35897,48.87156
Paris,261.9069811,FALSE,3,8,88,1,2.37359,48.8696
Paris,505.1728959,FALSE,6,9,91,2,2.36474,48.8787
Paris,301.2862336,FALSE,3,9,93,1,2.37007,48.87351
Paris,264.2371144,TRUE,2,10,90,1,2.34013,48.87818
Paris,403.1130581,TRUE,2,10,100,1,2.33844,48.87845
Paris,253.5185013,TRUE,2,9,89,1,2.34358,48.88494
Paris,294.2958337,FALSE,4,8,81,1,2.33009,48.89125
Paris,218.3334887,TRUE,2,10,93,1,2.35099,48.88006
Paris,316.8981266,TRUE,2,10,80,1,2.35079,48.88187
Paris,118.1377575,FALSE,2,9,77,1,2.36041,48.8714
Paris,272.1595675,FALSE,2,9,100,1,2.31787,48.88492
Paris,303.6163669,TRUE,2,10,93,1,2.325,48.884
Paris,219.4985553,TRUE,2,10,98,1,2.33528,48.88515
Paris,649.1751328,FALSE,4,10,90,1,2.34768,48.877
Paris,268.6643676,FALSE,2,9,91,1,2.34662,48.88766
Paris,289.8685805,FALSE,3,9,100,1,2.36624,48.87636
Paris,258.1787678,TRUE,2,10,87,1,2.34684,48.88196
Paris,198.2943424,FALSE,2,7,79,0,2.37316,48.87868
Paris,463.6965234,FALSE,4,9,100,2,2.36182,48.87436
Paris,736.7881443,FALSE,4,10,98,2,2.32905,48.88383
Paris,146.0993569,TRUE,2,10,100,1,2.35278,48.88002
Paris,836.7508621,FALSE,4,9,95,1,2.36419,48.86944
Paris,277.9849007,FALSE,2,10,100,1,2.3572,48.87054
Paris,240.0037282,FALSE,2,10,95,0,2.36685,48.88195
Paris,359.073539,TRUE,2,10,100,1,2.33474,48.88315
Paris,421.7541243,TRUE,3,10,100,1,2.33478,48.8844
Paris,190.1388759,TRUE,2,10,96,1,2.33303,48.88033
Paris,783.39081,FALSE,6,8,84,2,2.37265,48.87406
Paris,351.1510858,FALSE,4,10,100,1,2.34203,48.8834
Paris,176.6241029,FALSE,2,10,95,0,2.33228,48.87784
Paris,239.5377016,TRUE,2,9,80,1,2.34752,48.88091
Paris,285.9073539,TRUE,4,8,89,1,2.3469,48.88135
Paris,342.2965794,TRUE,3,9,90,1,2.35249,48.88187
Paris,362.5687389,FALSE,3,9,92,1,2.33946,48.89017
Paris,324.3545531,FALSE,3,10,98,1,2.34359,48.88099
Paris,298.2570603,TRUE,2,10,100,1,2.3506,48.8804
Paris,336.2382328,FALSE,2,8,88,1,2.33095,48.8828
Paris,283.8102339,FALSE,3,10,92,0,2.32441,48.88608
Paris,287.3054339,FALSE,4,10,100,1,2.35731,48.87597
Paris,340.8984994,FALSE,4,10,94,1,2.33932,48.88244
Paris,408.006338,FALSE,4,10,93,1,2.33117,48.88892
Paris,741.6814242,FALSE,5,9,93,2,2.34704,48.87574
Paris,407.7733246,TRUE,2,10,100,1,2.3564,48.88032
Paris,843.741262,TRUE,4,10,100,2,2.35496,48.87909
Paris,971.1995526,TRUE,4,8,100,2,2.34792,48.8759
Paris,318.7622332,FALSE,2,9,76,1,2.37,48.87
Paris,180.8183428,FALSE,2,9,84,1,2.36382,48.88014
Paris,218.1004753,TRUE,2,10,92,1,2.364,48.88163
Paris,359.073539,FALSE,4,10,80,1,2.35931,48.87324
Paris,264.2371144,FALSE,2,8,80,1,2.35967,48.87407
Paris,256.7806879,FALSE,2,10,99,0,2.33622,48.88026
Paris,312.9369,FALSE,2,10,87,0,2.34012,48.88468
Paris,347.6558859,FALSE,4,9,93,2,2.36302,48.88194
Paris,206.2167956,FALSE,2,9,84,0,2.34761,48.87838
Paris,175.9250629,FALSE,2,10,100,1,2.37482,48.88298
Paris,278.2179141,TRUE,2,9,93,1,2.35776,48.88087
Paris,324.3545531,FALSE,2,10,94,0,2.33645,48.89255
Paris,399.6178581,FALSE,4,10,100,1,2.34093,48.88882
Paris,207.8478889,FALSE,2,10,99,0,2.33834,48.87775
Paris,217.168422,FALSE,3,9,91,0,2.35737,48.87945
Paris,359.073539,FALSE,2,9,91,1,2.343,48.881
Paris,202.0225557,TRUE,2,10,100,1,2.35157,48.87227
Paris,1141.532296,FALSE,4,9,80,2,2.34158,48.88081
Paris,289.8685805,FALSE,2,7,85,0,2.36644,48.87214
Paris,416.1618045,TRUE,2,9,67,1,2.342,48.875
Paris,653.6023861,TRUE,4,10,100,2,2.342,48.875
Paris,278.2179141,FALSE,2,9,85,1,2.367,48.872
Paris,151.4586634,TRUE,2,10,100,1,2.37453,48.88148
Paris,144.7012769,TRUE,3,8,84,1,2.35002,48.88281
Paris,649.1751328,FALSE,3,8,80,2,2.35336,48.87146
Paris,234.877435,FALSE,2,8,88,0,2.36276,48.87078
Paris,347.1898593,TRUE,2,10,100,1,2.34374,48.87743
Paris,207.8478889,TRUE,2,9,95,1,2.34894,48.88348
Paris,319.9272998,FALSE,2,10,88,0,2.35259,48.87148
Paris,207.1488489,FALSE,2,9,95,1,2.31684,48.88573
Paris,243.4989281,TRUE,2,9,89,1,2.35566,48.87693
Paris,158.9150899,TRUE,2,10,98,1,2.35648,48.87024
Paris,490.0270295,FALSE,5,9,91,1,2.35558,48.87259
Paris,382.3748718,FALSE,4,10,96,1,2.32446,48.88115
Paris,312.7038867,FALSE,4,10,100,1,2.36129,48.88365
Paris,181.9834095,TRUE,2,9,94,1,2.36052,48.87318
Paris,359.073539,FALSE,4,10,97,1,2.35496,48.8699
Paris,248.392208,FALSE,2,10,100,1,2.332,48.883
Paris,706.9624383,FALSE,6,10,92,2,2.36564,48.87071
Paris,741.6814242,FALSE,6,9,94,2,2.36641,48.8711
Paris,138.1769037,TRUE,4,8,96,1,2.35755,48.87734
Paris,381.6758319,FALSE,2,10,93,1,2.34318,48.87577
Paris,557.6008948,FALSE,4,10,96,1,2.34224,48.87403
Paris,943.9369932,FALSE,5,10,100,1,2.34249,48.87539
Paris,475.3471899,FALSE,2,10,96,1,2.36807,48.87874
Paris,503.5418026,FALSE,3,10,90,1,2.34324,48.87595
Paris,152.1577034,TRUE,2,9,90,1,2.369,48.876
Paris,241.8678348,FALSE,2,9,90,0,2.34569,48.87818
Paris,278.2179141,FALSE,3,10,92,1,2.36009,48.87211
Paris,382.3748718,FALSE,4,10,96,1,2.371,48.8699
Paris,487.9299096,FALSE,4,7,85,1,2.35009,48.87678
Paris,414.7637245,FALSE,2,10,100,1,2.36565,48.87211
Paris,179.4202628,TRUE,2,9,92,1,2.34916,48.88795
Paris,383.5399385,FALSE,4,10,98,1,2.37471,48.87201
Paris,425.2493243,FALSE,2,10,100,1,2.33686,48.87795
Paris,217.6344487,TRUE,2,9,88,1,2.35086,48.88827
Paris,301.2862336,FALSE,2,10,87,0,2.34208,48.87936
Paris,461.1333768,FALSE,6,9,78,1,2.35309,48.87707
Paris,358.1414857,FALSE,4,9,95,2,2.33519,48.88027
Paris,612.1260136,FALSE,6,8,89,2,2.35959,48.87004
Paris,290.8006338,FALSE,2,8,82,0,2.33398,48.88288
Paris,370.7242054,FALSE,4,8,80,1,2.34786,48.88058
Paris,196.6632491,FALSE,2,10,93,0,2.33892,48.88525
Paris,127.9243173,FALSE,4,10,100,1,2.35687,48.87057
Paris,254.6835679,FALSE,2,10,99,1,2.33871,48.89138
Paris,457.6381769,FALSE,3,7,67,0,2.36314,48.87277
Paris,254.9165812,TRUE,2,8,80,1,2.33564,48.88559
Paris,427.5794575,FALSE,2,7,70,1,2.33687,48.87618
Paris,195.4981825,FALSE,2,8,88,0,2.36404,48.87851
Paris,289.6355672,FALSE,2,10,95,0,2.33384,48.88253
Paris,127.9243173,FALSE,4,10,100,1,2.3574,48.87103
Paris,127.9243173,FALSE,4,9,82,1,2.35599,48.871
Paris,127.9243173,FALSE,4,10,100,1,2.3566,48.87108
Paris,701.137105,FALSE,4,8,78,1,2.34832,48.87435
Paris,289.8685805,FALSE,4,9,90,1,2.36795,48.88185
Paris,151.4586634,TRUE,2,9,94,1,2.36674,48.88326
Paris,276.5868208,FALSE,2,10,100,0,2.33657,48.88034
Paris,645.4469196,FALSE,6,9,96,2,2.34162,48.87914
Paris,798.5366763,FALSE,3,10,86,2,2.37438,48.872
Paris,236.7415416,FALSE,2,10,93,0,2.36526,48.88335
Paris,240.9357815,FALSE,2,9,96,0,2.33412,48.88704
Paris,266.5672476,FALSE,4,10,100,1,2.35671,48.87962
Paris,434.5698574,FALSE,4,8,73,0,2.36277,48.87199
Paris,288.2374872,FALSE,4,10,100,1,2.37633,48.87081
Paris,512.1632957,FALSE,4,9,93,2,2.3273,48.88024
Paris,486.5318296,FALSE,4,10,100,0,2.371,48.875
Paris,295.4609004,FALSE,3,9,95,1,2.349,48.883
Paris,248.392208,FALSE,2,10,100,1,2.33065,48.88469
Paris,336.0052195,FALSE,2,10,100,1,2.3388,48.87752
Paris,622.3786001,FALSE,6,10,97,1,2.34831,48.877
Paris,217.168422,TRUE,2,9,95,1,2.34737,48.88844
Paris,155.8859167,FALSE,2,9,88,0,2.37023,48.87132
Paris,370.7242054,FALSE,3,9,90,1,2.34478,48.88343
Paris,449.7157237,FALSE,4,8,80,1,2.34736,48.87962
Paris,299.6551403,TRUE,2,10,90,1,2.32841,48.88199
Paris,299.6551403,TRUE,2,10,85,1,2.32989,48.88162
Paris,298.9561003,FALSE,2,10,100,1,2.34312,48.87892
Paris,174.2939696,TRUE,2,8,80,0,2.33475,48.88479
Paris,498.182496,FALSE,3,7,87,1,2.36204,48.87901
Paris,266.5672476,FALSE,3,10,100,1,2.36455,48.87092
Paris,213.9062354,FALSE,2,8,96,1,2.37159,48.87959
Paris,528.7072421,FALSE,6,9,88,2,2.37185,48.88016
Paris,384.7050051,FALSE,2,9,97,0,2.37038,48.87044
Paris,198.0613291,FALSE,2,10,96,1,2.37148,48.87631
Paris,442.7253239,FALSE,4,10,100,1,2.32471,48.88727
Paris,417.0938578,FALSE,2,10,100,0,2.3628,48.87056
Paris,753.3320906,FALSE,4,10,100,1,2.36147,48.871
Paris,283.8102339,FALSE,3,9,95,1,2.3707,48.86977
Paris,336.0052195,FALSE,4,10,93,1,2.34509,48.88153
Paris,312.9369,FALSE,2,10,100,0,2.33838,48.88001
Paris,459.9683102,FALSE,2,9,87,1,2.3748,48.87499
Paris,219.964582,TRUE,2,10,100,1,2.35857,48.88166
Paris,289.6355672,FALSE,4,10,100,1,2.36208,48.87466
Paris,1049.026004,FALSE,6,10,100,2,2.36275,48.87054
Paris,630.5340665,TRUE,5,10,100,2,2.32948,48.88258
Paris,273.5576475,FALSE,2,9,100,0,2.32362,48.88587
Paris,329.0148196,TRUE,3,10,100,1,2.32903,48.8837
Paris,788.0510765,FALSE,6,10,100,2,2.32429,48.88606
Paris,428.7445242,FALSE,3,9,90,2,2.35393,48.8747
Paris,248.392208,FALSE,2,10,75,0,2.32914,48.89244
Paris,323.1894864,FALSE,4,9,80,1,2.35098,48.8776
Paris,270.7614876,FALSE,2,10,100,1,2.37135,48.87136
Paris,565.5233479,FALSE,4,8,88,1,2.35799,48.8748
Paris,207.8478889,TRUE,2,10,100,1,2.36043,48.8836
Paris,279.1499674,FALSE,4,9,87,0,2.33316,48.88034
Paris,254.2175412,FALSE,4,10,100,0,2.36504,48.86753
Paris,194.3331159,TRUE,2,10,100,1,2.32893,48.88576
Paris,405.6762047,FALSE,4,10,93,1,2.372,48.88347
Paris,289.6355672,TRUE,4,9,93,1,2.33682,48.88666
Paris,217.168422,TRUE,2,10,90,1,2.34739,48.88781
Paris,195.7311958,FALSE,2,4,60,0,2.37211,48.87636
Paris,119.7688508,FALSE,2,6,80,1,2.3667,48.88262
Paris,304.5484202,FALSE,2,10,80,0,2.36081,48.87991
Paris,371.6562587,TRUE,2,10,100,1,2.3275,48.88057
Paris,439.6961506,TRUE,2,10,100,1,2.32818,48.88023
Paris,254.9165812,FALSE,2,10,100,0,2.36076,48.88201
Paris,233.9453817,FALSE,2,10,80,1,2.37088,48.87576
Paris,169.633703,FALSE,2,7,80,0,2.36746,48.87161
Paris,203.4206357,FALSE,2,10,96,0,2.35086,48.89018
Paris,260.7419144,FALSE,4,9,93,1,2.37615,48.86956
Paris,521.4838289,FALSE,4,8,100,2,2.36558,48.88155
Paris,253.5185013,FALSE,2,10,90,0,2.35096,48.87331
Paris,175.4590363,FALSE,3,10,100,0,2.34901,48.8897
Paris,265.6351943,TRUE,2,10,100,1,2.32265,48.88142
Paris,231.6152484,FALSE,2,9,100,1,2.34479,48.89172
Paris,382.3748718,FALSE,2,10,100,1,2.3541,48.87337
Paris,266.5672476,FALSE,2,10,100,0,2.36648,48.86946
Paris,324.5875664,FALSE,4,10,100,1,2.35701,48.87051
Paris,278.2179141,FALSE,4,10,100,1,2.341,48.882
Paris,340.8984994,FALSE,4,2,20,3,2.35893,48.87506
Paris,266.5672476,FALSE,4,10,90,1,2.37561,48.86987
Paris,688.5543853,FALSE,6,10,100,0,2.35651,48.87063
Paris,238.6056482,FALSE,2,10,100,0,2.33843,48.88543
Paris,582.9993476,TRUE,4,10,100,1,2.32739,48.88112
Paris,243.0329015,FALSE,3,7,88,1,2.3742,48.8714
Paris,278.2179141,FALSE,3,10,100,1,2.31937,48.88701
Paris,243.2659148,FALSE,2,9,87,1,2.37185,48.87009
Paris,251.887408,FALSE,2,10,92,0,2.33634,48.87829
Paris,183.1484761,TRUE,2,8,100,1,2.3368,48.88086
Paris,326.6846864,FALSE,2,10,100,1,2.35045,48.87572
Paris,197.3622891,TRUE,2,10,95,1,2.37279,48.88053
Paris,158.9150899,FALSE,2,10,100,0,2.37049,48.87777
Paris,252.3534346,FALSE,2,10,100,1,2.35763,48.8694
Paris,278.2179141,FALSE,4,10,100,2,2.37655,48.87117
Paris,204.5857023,FALSE,2,10,90,0,2.32194,48.8873
Paris,182.6824494,TRUE,2,10,100,1,2.33305,48.87949
Paris,167.5365831,FALSE,2,6,100,0,2.31839,48.88526
Paris,243.2659148,FALSE,2,8,100,0,2.36878,48.88121
Paris,347.6558859,FALSE,4,8,100,1,2.37325,48.87413
Paris,169.633703,FALSE,2,10,100,0,2.32579,48.88504
Paris,376.5495386,FALSE,2,10,80,1,2.34404,48.87915
Paris,217.867462,FALSE,4,10,100,1,2.3189,48.88391
Paris,706.9624383,FALSE,4,10,98,3,2.326,48.883
Paris,556.2028148,FALSE,4,10,97,2,2.36332,48.87106
Paris,210.8770622,FALSE,2,10,96,1,2.34122,48.88946
Paris,370.7242054,FALSE,2,10,98,1,2.337,48.881
Paris,260.5089011,FALSE,2,10,98,1,2.35211,48.87534
Paris,183.1484761,TRUE,2,9,92,1,2.34997,48.88227
Paris,1182.309628,FALSE,5,10,95,3,2.35169,48.8766
Paris,260.7419144,FALSE,4,9,89,1,2.36336,48.88168
Paris,205.9837823,TRUE,3,10,97,1,2.3632,48.87899
Paris,254.6835679,FALSE,3,9,93,1,2.34209,48.87765
Paris,394.0255383,FALSE,2,10,99,1,2.337,48.881
Paris,230.9162084,FALSE,3,8,100,1,2.34696,48.88572
Paris,206.4498089,TRUE,2,10,99,1,2.36401,48.87113
Paris,157.7500233,TRUE,2,9,89,1,2.3521,48.88509
Paris,204.352689,TRUE,2,10,95,1,2.36139,48.87514
Paris,403.1130581,FALSE,3,10,100,1,2.3636,48.87356
Paris,370.7242054,FALSE,2,9,87,1,2.32337,48.88166
Paris,289.8685805,FALSE,2,10,98,1,2.35035,48.88079
Paris,359.073539,FALSE,4,10,100,2,2.37542,48.87022
Paris,212.7411688,FALSE,2,10,94,0,2.32685,48.88936
Paris,288.4705005,FALSE,4,9,90,1,2.34578,48.88492
Paris,672.2434523,FALSE,3,9,84,1,2.35155,48.87278
Paris,382.3748718,FALSE,3,9,93,1,2.32775,48.88235
Paris,271.2275142,FALSE,2,9,94,1,2.3659,48.8733
Paris,404.2781247,FALSE,2,9,96,1,2.37363,48.87127
Paris,222.5277286,TRUE,2,10,96,1,2.33175,48.87809
Paris,683.8941187,FALSE,6,9,95,3,2.35166,48.87159
Paris,285.9073539,FALSE,2,10,100,1,2.36483,48.8827
Paris,231.6152484,FALSE,2,10,95,1,2.35179,48.88158
Paris,184.0805294,TRUE,2,8,85,0,2.346,48.881
Paris,328.548793,TRUE,2,10,100,1,2.34955,48.88138
Paris,203.1876223,TRUE,2,10,96,1,2.33839,48.88082
Paris,260.7419144,FALSE,3,8,89,2,2.32961,48.88579
Paris,538.7268152,FALSE,4,9,94,1,2.3722,48.87158
Paris,169.633703,FALSE,2,9,93,0,2.37365,48.87071
Paris,301.2862336,FALSE,2,10,96,1,2.33382,48.87857
Paris,289.8685805,FALSE,2,9,83,1,2.358,48.87474
Paris,243.0329015,TRUE,2,9,100,1,2.3666,48.87763
Paris,218.7995153,FALSE,4,10,96,0,2.31604,48.88328
Paris,295.227887,FALSE,2,10,96,1,2.3398,48.87898
Paris,347.6558859,FALSE,2,10,98,1,2.34424,48.8729
Paris,1240.096934,FALSE,4,9,95,3,2.36462,48.86801
Paris,253.5185013,FALSE,3,9,93,1,2.31844,48.88043
Paris,380.0447386,FALSE,2,8,92,1,2.34661,48.8759
Paris,498.4155094,FALSE,4,9,90,2,2.3756,48.87275
Paris,498.182496,FALSE,4,8,72,1,2.34849,48.87658
Paris,202.255569,FALSE,2,9,94,1,2.36688,48.88181
Paris,419.4239911,FALSE,4,9,91,2,2.36706,48.88196
Paris,112.3124243,FALSE,6,9,83,1,2.35441,48.87003
Paris,188.041756,FALSE,2,10,71,0,2.33779,48.87638
Paris,485.5997763,FALSE,6,8,80,2,2.347,48.874
Paris,243.0329015,TRUE,2,10,100,1,2.34732,48.87787
Paris,550.3774816,FALSE,6,9,93,3,2.34889,48.88014
Paris,368.6270855,FALSE,2,10,98,1,2.345,48.884
Paris,498.4155094,FALSE,4,9,92,1,2.34,48.883
Paris,243.2659148,TRUE,2,9,96,1,2.36211,48.88351
Paris,289.8685805,FALSE,3,9,98,2,2.35545,48.87379
Paris,184.0805294,TRUE,2,10,97,1,2.37136,48.87107
Paris,822.7700624,FALSE,6,9,87,2,2.32991,48.86667
Paris,336.2382328,TRUE,2,10,96,1,2.32908,48.88078
Paris,347.6558859,TRUE,4,10,100,2,2.34614,48.87839
Paris,149.5945568,TRUE,2,10,95,1,2.37453,48.87184
Paris,846.3044086,FALSE,6,9,95,2,2.38176,48.85586
Paris,194.3331159,TRUE,2,9,90,1,2.37465,48.86232
Paris,226.9549818,FALSE,2,9,93,0,2.38809,48.85062
Paris,304.5484202,FALSE,4,9,95,1,2.37,48.867
Paris,311.53882,TRUE,2,10,100,1,2.36108,48.83498
Paris,266.5672476,FALSE,4,9,92,0,2.38443,48.89137
Paris,195.4981825,TRUE,2,10,96,1,2.38114,48.86588
Paris,140.507037,TRUE,2,9,92,1,2.37335,48.86154
Paris,266.5672476,FALSE,3,9,94,2,2.37023,48.86927
Paris,364.8988722,FALSE,2,10,97,0,2.37685,48.85658
Paris,440.3951906,TRUE,4,10,89,2,2.37049,48.86309
Paris,223.4597819,FALSE,2,9,94,0,2.40083,48.84963
Paris,230.2171684,TRUE,2,9,94,1,2.37004,48.8665
Paris,387.9671917,TRUE,2,10,90,1,2.40536,48.83498
Paris,188.041756,TRUE,2,10,100,1,2.37875,48.89852
Paris,915.5093671,FALSE,4,10,95,2,2.37,48.854
Paris,336.0052195,FALSE,2,9,94,1,2.37679,48.84903
Paris,519.1536956,FALSE,3,9,93,2,2.37667,48.86047
Paris,190.6049026,TRUE,2,10,96,1,2.381,48.893
Paris,219.964582,TRUE,2,10,95,1,2.39244,48.84951
Paris,324.3545531,FALSE,2,9,95,1,2.36993,48.85568
Paris,244.8970081,FALSE,5,8,85,1,2.38153,48.89433
Paris,307.1115668,FALSE,2,10,100,1,2.37161,48.86872
Paris,370.7242054,FALSE,2,10,98,1,2.3757,48.84953
Paris,480.9395097,FALSE,2,9,100,0,2.37661,48.85382
Paris,258.6447945,TRUE,2,10,90,0,2.38294,48.86446
Paris,171.031783,FALSE,2,9,88,0,2.37648,48.85825
Paris,243.2659148,FALSE,4,10,99,1,2.41188,48.84668
Paris,695.3117718,TRUE,2,10,100,1,2.40511,48.83851
Paris,556.2028148,FALSE,6,10,94,2,2.37156,48.86443
Paris,494.6872961,FALSE,2,10,98,1,2.38491,48.85246
Paris,178.4882095,TRUE,2,10,95,1,2.42117,48.844
Paris,382.3748718,FALSE,3,10,93,1,2.38154,48.89227
Paris,175.4590363,TRUE,2,10,99,1,2.38318,48.89086
Paris,341.8305527,FALSE,2,10,98,1,2.40221,48.84058
Paris,272.3925809,FALSE,4,10,99,1,2.41555,48.84666
Paris,266.5672476,FALSE,2,10,96,1,2.3855,48.86335
Paris,207.8478889,FALSE,3,9,93,1,2.37914,48.87131
Paris,206.4498089,TRUE,2,9,94,1,2.37045,48.85651
Paris,178.2551962,TRUE,2,10,100,1,2.37474,48.86718
Paris,254.2175412,FALSE,3,8,92,1,2.39125,48.84096
Paris,155.8859167,TRUE,2,10,97,1,2.3924,48.8461
Paris,254.2175412,FALSE,2,10,96,1,2.39653,48.85441
Paris,267.499301,TRUE,2,10,97,1,2.35696,48.8321
Paris,171.031783,FALSE,2,10,98,0,2.38208,48.89945
Paris,370.7242054,FALSE,4,9,95,2,2.35605,48.83644
Paris,242.1008482,FALSE,2,10,96,1,2.38596,48.89254
Paris,533.1344953,FALSE,6,9,92,2,2.37427,48.86857
Paris,1042.967658,FALSE,4,10,88,2,2.38494,48.89876
Paris,283.8102339,FALSE,4,8,88,1,2.37677,48.85929
Paris,134.4486905,TRUE,2,10,96,1,2.40801,48.83539
Paris,370.7242054,FALSE,2,10,99,1,2.38152,48.86424
Paris,317.5971666,TRUE,2,10,96,1,2.35814,48.8318
Paris,359.073539,TRUE,2,10,98,1,2.40517,48.83675
Paris,359.073539,TRUE,2,10,98,1,2.40674,48.83642
Paris,349.7530059,TRUE,2,10,90,1,2.374,48.829
Paris,236.7415416,TRUE,2,10,95,1,2.3707,48.8617
Paris,417.0938578,FALSE,2,9,86,0,2.379,48.851
Paris,422.919191,FALSE,4,10,100,2,2.38755,48.85539
Paris,221.1296486,TRUE,2,10,96,1,2.40235,48.84603
Paris,391.695405,FALSE,2,9,88,0,2.379,48.851
Paris,294.7618604,TRUE,3,7,72,1,2.43028,48.84107
Paris,127.9243173,TRUE,2,9,94,1,2.37953,48.89437
Paris,207.1488489,FALSE,4,7,85,1,2.39425,48.85391
Paris,475.1141765,FALSE,5,10,96,2,2.37414,48.86259
Paris,318.5292199,FALSE,3,10,100,1,2.37912,48.8581
Paris,262.6060211,FALSE,3,10,96,1,2.37258,48.86902
Paris,278.2179141,FALSE,2,9,87,1,2.36996,48.86297
